"","OTU","Sample","Abundance","Kingdom","Phylum","Class","Order","Family","Genus","Species","Tree"
"5239","bc2e8eef89db51197e0d61ee2f2d1ea8","P4-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00345","Pine"
"5240","bc2e8eef89db51197e0d61ee2f2d1ea8","P6-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00345","Pine"
"5241","bc2e8eef89db51197e0d61ee2f2d1ea8","P7-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00345","Pine"
"5242","bc2e8eef89db51197e0d61ee2f2d1ea8","E7-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00345","Eucalypt"
"5243","bc2e8eef89db51197e0d61ee2f2d1ea8","E9-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00345","Eucalypt"
"5244","bc2e8eef89db51197e0d61ee2f2d1ea8","E3-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00345","Eucalypt"
"5245","bc2e8eef89db51197e0d61ee2f2d1ea8","E7-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00345","Eucalypt"
"5246","bc2e8eef89db51197e0d61ee2f2d1ea8","P1-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00345","Pine"
"5247","bc2e8eef89db51197e0d61ee2f2d1ea8","P5-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00345","Pine"
"5248","bc2e8eef89db51197e0d61ee2f2d1ea8","E2-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00345","Eucalypt"
"5249","bc2e8eef89db51197e0d61ee2f2d1ea8","E9-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00345","Eucalypt"
"5250","bc2e8eef89db51197e0d61ee2f2d1ea8","P1-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00345","Pine"
"5251","bc2e8eef89db51197e0d61ee2f2d1ea8","E2-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00345","Eucalypt"
"5252","bc2e8eef89db51197e0d61ee2f2d1ea8","E8-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00345","Eucalypt"
"5253","bc2e8eef89db51197e0d61ee2f2d1ea8","E1-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00345","Eucalypt"
"5254","bc2e8eef89db51197e0d61ee2f2d1ea8","P9-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00345","Pine"
"5255","bc2e8eef89db51197e0d61ee2f2d1ea8","E3-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00345","Eucalypt"
"5256","bc2e8eef89db51197e0d61ee2f2d1ea8","E8-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00345","Eucalypt"
"5257","bc4890c7f6826e365229b77442d7ce10","P7-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5258","bc4890c7f6826e365229b77442d7ce10","P3-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5259","bc4890c7f6826e365229b77442d7ce10","P9-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5260","bc4890c7f6826e365229b77442d7ce10","P5-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5261","bc4890c7f6826e365229b77442d7ce10","P6-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5262","bc4890c7f6826e365229b77442d7ce10","P2-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5263","bc4890c7f6826e365229b77442d7ce10","E4-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5264","bc4890c7f6826e365229b77442d7ce10","P3-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5265","bc4890c7f6826e365229b77442d7ce10","E6-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5266","bc4890c7f6826e365229b77442d7ce10","E5-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5267","bc4890c7f6826e365229b77442d7ce10","E9-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5268","bc4890c7f6826e365229b77442d7ce10","E5-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5269","bc4890c7f6826e365229b77442d7ce10","E7-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5270","bc4890c7f6826e365229b77442d7ce10","P4-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5271","bc4890c7f6826e365229b77442d7ce10","P2-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5272","bc4890c7f6826e365229b77442d7ce10","E2-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5273","bc4890c7f6826e365229b77442d7ce10","P6-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5274","bc4890c7f6826e365229b77442d7ce10","E9-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5275","bc4890c7f6826e365229b77442d7ce10","P9-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5276","bc4890c7f6826e365229b77442d7ce10","E3-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5277","bc4890c7f6826e365229b77442d7ce10","E6-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5278","bc4890c7f6826e365229b77442d7ce10","P1-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5279","bc4890c7f6826e365229b77442d7ce10","P7-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5280","bc4890c7f6826e365229b77442d7ce10","E8-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5281","bc4890c7f6826e365229b77442d7ce10","P1-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5282","bc4890c7f6826e365229b77442d7ce10","E1-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5283","bc4890c7f6826e365229b77442d7ce10","E4-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5284","bc4890c7f6826e365229b77442d7ce10","P4-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5285","bc4890c7f6826e365229b77442d7ce10","E3-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5286","bc4890c7f6826e365229b77442d7ce10","P8-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5287","bc4890c7f6826e365229b77442d7ce10","P5-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5288","bc4890c7f6826e365229b77442d7ce10","E8-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5289","bc4890c7f6826e365229b77442d7ce10","E2-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5290","bc4890c7f6826e365229b77442d7ce10","E7-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5291","bc4890c7f6826e365229b77442d7ce10","P8-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5292","bc4890c7f6826e365229b77442d7ce10","E1-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5293","bc6ceedb7372ce09b429ed322f5f25c6","P2-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5294","bc6ceedb7372ce09b429ed322f5f25c6","P4-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5295","bc6ceedb7372ce09b429ed322f5f25c6","P9-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5296","bc6ceedb7372ce09b429ed322f5f25c6","E6-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5297","bc6ceedb7372ce09b429ed322f5f25c6","P9-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5298","bc6ceedb7372ce09b429ed322f5f25c6","P5-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5299","bc6ceedb7372ce09b429ed322f5f25c6","P6-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5300","bc6ceedb7372ce09b429ed322f5f25c6","E5-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5301","bc6ceedb7372ce09b429ed322f5f25c6","P3-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5302","bc6ceedb7372ce09b429ed322f5f25c6","E5-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5303","bc6ceedb7372ce09b429ed322f5f25c6","P7-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5304","bc6ceedb7372ce09b429ed322f5f25c6","E9-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5305","bc6ceedb7372ce09b429ed322f5f25c6","E4-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5306","bc6ceedb7372ce09b429ed322f5f25c6","P4-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5307","bc6ceedb7372ce09b429ed322f5f25c6","P7-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5308","bc6ceedb7372ce09b429ed322f5f25c6","E4-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5309","bc6ceedb7372ce09b429ed322f5f25c6","E1-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5310","bc6ceedb7372ce09b429ed322f5f25c6","P6-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5311","bc6ceedb7372ce09b429ed322f5f25c6","E2-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5312","bc6ceedb7372ce09b429ed322f5f25c6","E3-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5313","bc6ceedb7372ce09b429ed322f5f25c6","E2-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5314","bc6ceedb7372ce09b429ed322f5f25c6","E7-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5315","bc6ceedb7372ce09b429ed322f5f25c6","P1-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5316","bc6ceedb7372ce09b429ed322f5f25c6","E8-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5317","bc6ceedb7372ce09b429ed322f5f25c6","E9-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5318","bc6ceedb7372ce09b429ed322f5f25c6","P2-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5319","bc6ceedb7372ce09b429ed322f5f25c6","E3-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5320","bc6ceedb7372ce09b429ed322f5f25c6","P5-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5321","bc6ceedb7372ce09b429ed322f5f25c6","P3-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5322","bc6ceedb7372ce09b429ed322f5f25c6","E1-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5323","bc6ceedb7372ce09b429ed322f5f25c6","E6-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5324","bc6ceedb7372ce09b429ed322f5f25c6","E7-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5325","bc6ceedb7372ce09b429ed322f5f25c6","P1-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5326","bc6ceedb7372ce09b429ed322f5f25c6","E8-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5327","bc6ceedb7372ce09b429ed322f5f25c6","P8-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5328","bc6ceedb7372ce09b429ed322f5f25c6","P8-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5329","bca77b35a305fd465e29ec17fd44520f","E9-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5330","bca77b35a305fd465e29ec17fd44520f","P4-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5331","bca77b35a305fd465e29ec17fd44520f","P5-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5332","bca77b35a305fd465e29ec17fd44520f","P7-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5333","bca77b35a305fd465e29ec17fd44520f","P3-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5334","bca77b35a305fd465e29ec17fd44520f","P4-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5335","bca77b35a305fd465e29ec17fd44520f","P6-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5336","bca77b35a305fd465e29ec17fd44520f","P9-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5337","bca77b35a305fd465e29ec17fd44520f","P7-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5338","bca77b35a305fd465e29ec17fd44520f","E5-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5339","bca77b35a305fd465e29ec17fd44520f","E5-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5340","bca77b35a305fd465e29ec17fd44520f","E1-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5341","bca77b35a305fd465e29ec17fd44520f","P6-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5342","bca77b35a305fd465e29ec17fd44520f","P1-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5343","bca77b35a305fd465e29ec17fd44520f","E7-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5344","bca77b35a305fd465e29ec17fd44520f","E8-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5345","bca77b35a305fd465e29ec17fd44520f","E1-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5346","bca77b35a305fd465e29ec17fd44520f","E3-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5347","bca77b35a305fd465e29ec17fd44520f","P8-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5348","bca77b35a305fd465e29ec17fd44520f","E9-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5349","bca77b35a305fd465e29ec17fd44520f","P2-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5350","bca77b35a305fd465e29ec17fd44520f","P2-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5351","bca77b35a305fd465e29ec17fd44520f","E7-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5352","bca77b35a305fd465e29ec17fd44520f","E2-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5353","bca77b35a305fd465e29ec17fd44520f","E8-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5354","bca77b35a305fd465e29ec17fd44520f","P1-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5355","bca77b35a305fd465e29ec17fd44520f","P3-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5357","bca77b35a305fd465e29ec17fd44520f","E4-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5358","bca77b35a305fd465e29ec17fd44520f","P9-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5359","bca77b35a305fd465e29ec17fd44520f","E4-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5360","bca77b35a305fd465e29ec17fd44520f","E6-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5361","bca77b35a305fd465e29ec17fd44520f","P8-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5362","bca77b35a305fd465e29ec17fd44520f","P5-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5363","bca77b35a305fd465e29ec17fd44520f","E3-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5364","bca77b35a305fd465e29ec17fd44520f","E2-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5365","bcb283c52e7fcacb4ba5c3777294b74a","P6-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"5366","bcb283c52e7fcacb4ba5c3777294b74a","P5-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"5367","bcb283c52e7fcacb4ba5c3777294b74a","E7-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"5368","bcb283c52e7fcacb4ba5c3777294b74a","P2-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"5369","bcb283c52e7fcacb4ba5c3777294b74a","P9-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"5370","bcb283c52e7fcacb4ba5c3777294b74a","P4-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"5371","bcb283c52e7fcacb4ba5c3777294b74a","P7-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"5372","bcb283c52e7fcacb4ba5c3777294b74a","P9-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"5373","bcb283c52e7fcacb4ba5c3777294b74a","E4-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"5374","bcb283c52e7fcacb4ba5c3777294b74a","P1-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"5375","bcb283c52e7fcacb4ba5c3777294b74a","E9-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"5377","bcb283c52e7fcacb4ba5c3777294b74a","E9-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"5378","bcb283c52e7fcacb4ba5c3777294b74a","P3-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"5379","bcb283c52e7fcacb4ba5c3777294b74a","E3-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"5380","bcb283c52e7fcacb4ba5c3777294b74a","E8-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"5381","bcb283c52e7fcacb4ba5c3777294b74a","P7-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"5382","bcb283c52e7fcacb4ba5c3777294b74a","E2-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
