"","OTU","Sample","Abundance","Kingdom","Phylum","Class","Order","Family","Genus","Species","Tree"
"5383","bcb283c52e7fcacb4ba5c3777294b74a","E7-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"5384","bcb283c52e7fcacb4ba5c3777294b74a","E4-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"5385","bcb283c52e7fcacb4ba5c3777294b74a","P4-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"5386","bcb283c52e7fcacb4ba5c3777294b74a","P6-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"5387","bcb283c52e7fcacb4ba5c3777294b74a","P2-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"5388","bcb283c52e7fcacb4ba5c3777294b74a","P8-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"5389","bcb283c52e7fcacb4ba5c3777294b74a","E6-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"5390","bcb283c52e7fcacb4ba5c3777294b74a","E5-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"5391","bcb283c52e7fcacb4ba5c3777294b74a","P5-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"5392","bcb283c52e7fcacb4ba5c3777294b74a","E1-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"5393","bcb283c52e7fcacb4ba5c3777294b74a","E2-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"5394","bcb283c52e7fcacb4ba5c3777294b74a","P1-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"5395","bcb283c52e7fcacb4ba5c3777294b74a","E3-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"5396","bcb283c52e7fcacb4ba5c3777294b74a","E6-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"5397","bcb283c52e7fcacb4ba5c3777294b74a","E1-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"5398","bcb283c52e7fcacb4ba5c3777294b74a","E5-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"5399","bcb283c52e7fcacb4ba5c3777294b74a","E8-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"5400","bcb283c52e7fcacb4ba5c3777294b74a","P8-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"5401","bcb754706972857fb606d4b136a754a5","P9-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5402","bcb754706972857fb606d4b136a754a5","P1-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5403","bcb754706972857fb606d4b136a754a5","P6-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5404","bcb754706972857fb606d4b136a754a5","E2-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5405","bcb754706972857fb606d4b136a754a5","P2-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5406","bcb754706972857fb606d4b136a754a5","P3-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5407","bcb754706972857fb606d4b136a754a5","E6-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5408","bcb754706972857fb606d4b136a754a5","P7-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5409","bcb754706972857fb606d4b136a754a5","E8-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5410","bcb754706972857fb606d4b136a754a5","E4-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5411","bcb754706972857fb606d4b136a754a5","P1-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5412","bcb754706972857fb606d4b136a754a5","P9-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5413","bcb754706972857fb606d4b136a754a5","P5-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5414","bcb754706972857fb606d4b136a754a5","E4-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5415","bcb754706972857fb606d4b136a754a5","E7-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5416","bcb754706972857fb606d4b136a754a5","E1-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5417","bcb754706972857fb606d4b136a754a5","P4-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5418","bcb754706972857fb606d4b136a754a5","P6-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5419","bcb754706972857fb606d4b136a754a5","P2-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5420","bcb754706972857fb606d4b136a754a5","E2-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5421","bcb754706972857fb606d4b136a754a5","P4-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5422","bcb754706972857fb606d4b136a754a5","P5-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5423","bcb754706972857fb606d4b136a754a5","E8-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5424","bcb754706972857fb606d4b136a754a5","P8-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5425","bcb754706972857fb606d4b136a754a5","P8-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5426","bcb754706972857fb606d4b136a754a5","E9-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5427","bcb754706972857fb606d4b136a754a5","E3-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5428","bcb754706972857fb606d4b136a754a5","E1-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5429","bcb754706972857fb606d4b136a754a5","P3-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5430","bcb754706972857fb606d4b136a754a5","E5-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5431","bcb754706972857fb606d4b136a754a5","P7-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5432","bcb754706972857fb606d4b136a754a5","E5-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5433","bcb754706972857fb606d4b136a754a5","E7-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5434","bcb754706972857fb606d4b136a754a5","E3-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5435","bcb754706972857fb606d4b136a754a5","E6-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5436","bcb754706972857fb606d4b136a754a5","E9-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5437","bcda9629a556828e8a6595979e30300f","P9-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"5438","bcda9629a556828e8a6595979e30300f","P6-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"5439","bcda9629a556828e8a6595979e30300f","P5-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"5440","bcda9629a556828e8a6595979e30300f","E9-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"5441","bcda9629a556828e8a6595979e30300f","P4-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"5442","bcda9629a556828e8a6595979e30300f","P3-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"5443","bcda9629a556828e8a6595979e30300f","E1-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"5444","bcda9629a556828e8a6595979e30300f","P1-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"5445","bcda9629a556828e8a6595979e30300f","P6-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"5447","bcda9629a556828e8a6595979e30300f","P2-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"5448","bcda9629a556828e8a6595979e30300f","P7-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"5449","bcda9629a556828e8a6595979e30300f","E8-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"5450","bcda9629a556828e8a6595979e30300f","P5-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"5451","bcda9629a556828e8a6595979e30300f","P1-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"5452","bcda9629a556828e8a6595979e30300f","E7-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"5453","bcda9629a556828e8a6595979e30300f","E4-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"5454","bcda9629a556828e8a6595979e30300f","E3-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"5455","bcda9629a556828e8a6595979e30300f","E1-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"5456","bcda9629a556828e8a6595979e30300f","P2-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"5457","bcda9629a556828e8a6595979e30300f","E2-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"5458","bcda9629a556828e8a6595979e30300f","E5-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"5459","bcda9629a556828e8a6595979e30300f","P8-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"5460","bcda9629a556828e8a6595979e30300f","E4-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"5461","bcda9629a556828e8a6595979e30300f","E2-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"5462","bcda9629a556828e8a6595979e30300f","E5-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"5463","bcda9629a556828e8a6595979e30300f","E3-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"5464","bcda9629a556828e8a6595979e30300f","P9-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"5465","bcda9629a556828e8a6595979e30300f","E6-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"5466","bcda9629a556828e8a6595979e30300f","P7-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"5467","bcda9629a556828e8a6595979e30300f","E9-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"5468","bcda9629a556828e8a6595979e30300f","P3-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"5469","bcda9629a556828e8a6595979e30300f","E8-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"5470","bcda9629a556828e8a6595979e30300f","P8-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"5471","bcda9629a556828e8a6595979e30300f","P4-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"5472","bcda9629a556828e8a6595979e30300f","E6-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"5473","bd26de827e749ad2e34e36956e904865","P6-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5474","bd26de827e749ad2e34e36956e904865","E9-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5475","bd26de827e749ad2e34e36956e904865","P9-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5476","bd26de827e749ad2e34e36956e904865","E9-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5477","bd26de827e749ad2e34e36956e904865","P5-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5478","bd26de827e749ad2e34e36956e904865","E4-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5480","bd26de827e749ad2e34e36956e904865","P7-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5481","bd26de827e749ad2e34e36956e904865","E3-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5482","bd26de827e749ad2e34e36956e904865","P9-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5483","bd26de827e749ad2e34e36956e904865","E2-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5484","bd26de827e749ad2e34e36956e904865","P3-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5485","bd26de827e749ad2e34e36956e904865","E4-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5486","bd26de827e749ad2e34e36956e904865","E6-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5487","bd26de827e749ad2e34e36956e904865","E1-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5488","bd26de827e749ad2e34e36956e904865","E5-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5489","bd26de827e749ad2e34e36956e904865","E5-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5490","bd26de827e749ad2e34e36956e904865","P1-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5491","bd26de827e749ad2e34e36956e904865","P4-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5492","bd26de827e749ad2e34e36956e904865","E8-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5493","bd26de827e749ad2e34e36956e904865","P1-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5494","bd26de827e749ad2e34e36956e904865","E7-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5495","bd26de827e749ad2e34e36956e904865","P4-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5496","bd26de827e749ad2e34e36956e904865","P2-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5497","bd26de827e749ad2e34e36956e904865","P6-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5498","bd26de827e749ad2e34e36956e904865","P8-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5499","bd26de827e749ad2e34e36956e904865","E1-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5500","bd26de827e749ad2e34e36956e904865","P5-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5501","bd26de827e749ad2e34e36956e904865","P2-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5502","bd26de827e749ad2e34e36956e904865","E7-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5503","bd26de827e749ad2e34e36956e904865","E2-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5504","bd26de827e749ad2e34e36956e904865","E3-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5505","bd26de827e749ad2e34e36956e904865","E8-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5506","bd26de827e749ad2e34e36956e904865","P3-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5507","bd26de827e749ad2e34e36956e904865","E6-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5508","bd26de827e749ad2e34e36956e904865","P8-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5509","bd2c2d13bac9e3f6bed758b065ab707f","E4-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5510","bd2c2d13bac9e3f6bed758b065ab707f","P5-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"5511","bd2c2d13bac9e3f6bed758b065ab707f","E4-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"5512","bd2c2d13bac9e3f6bed758b065ab707f","P6-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
