"","dbh_p","tree_p","int_p","dbh_f","tree_f","int_f","R2","variable"
"116",0.704482693096532,0.203750590853053,0.698560503230587,0.14986797198914,1.77745974630994,0.15628254372443,0.133448841115883,"Pine_leafLitter_percP"
"117",0.288215024865028,0.893556309690432,0.303786356199461,1.21877659835186,0.0185665813793058,1.13966628265345,0.144409988583752,"Pine_leafLitter_percN"
"118",0.504607417533942,0.425452606450314,0.920073971218194,0.469047057733825,0.673902519192364,0.0104378524123505,0.0720652801548196,"Pine_leafLitter_percC"
"119",0.341910023034673,0.108969779618652,0.100133897638712,0.986651402089161,3.0421103449321,3.22232069486907,0.364327003739499,"Euc_Bark_ergosterol"
"120",0.696083628892131,0.515654857808538,0.0705864932378226,0.160818787940307,0.451134441714932,4.00718405755399,0.317353632573911,"Euc_Bark_totP"
"121",0.714533048677544,0.538904092638051,0.068018518791073,0.140891984499464,0.402232323453122,4.09412641161838,0.315709428819037,"Euc_Bark_percP"
"122",0.573601875457388,0.693825696199678,0.446832225745968,0.336401687549436,0.163363572341135,0.622386395923614,0.123046500534392,"Euc_Bark_percN"
"123",0.794122932276997,0.889546705330689,0.152441193833576,0.0714923923220171,0.0202010892318974,2.36367963999971,0.186791209265035,"Euc_Bark_percC"
"124",0.399951303642061,0.0171427128974378,0.284640749122388,0.753678941709695,7.30827659098574,1.23776927168473,0.407435927260742,"Litter_OLayer_ergosterol"
"125",0.292026346614076,0.618131732445431,0.93109551032676,1.19887695495142,0.259898226760158,0.00775021158259827,0.099235795053312,"Litter_OLayer_totP"
"126",0.29255851059742,0.531344879956603,0.948959245347746,1.19612682426497,0.411961605250666,0.00424727100065115,0.108666917557493,"Litter_OLayer_percP"
"127",0.395510723125449,0.578773556066712,0.960052438475281,0.76838123912817,0.323067578048846,0.00260016575954929,0.0765724880273011,"Litter_OLayer_percN"
"128",0.92791047010679,0.569200405156573,0.176683022926848,0.00848548710925945,0.339827492370102,2.02446604027282,0.145345638614555,"Litter_OLayer_percC"
"129",0.53679581508531,0.0045430404236927,0.195655270428179,0.400970807973843,11.3829760258818,1.84673196179263,0.499020772203708,"Litter_avg_ergosterol"
"130",0.575677871853766,0.822551552817329,0.245355851492799,0.328424921324606,0.0522182000368062,1.47035198197604,0.117773285864901,"Litter_avg_totP"
"131",0.546699700084876,0.935451355312521,0.217649950275617,0.381534781120932,0.00679900618125011,1.66641415801023,0.128413874809705,"Litter_avg_percP"
"132",0.438592141256924,0.821630804345609,0.448984863481768,0.635683178497766,0.052771840295852,0.606739349404571,0.0834634888268161,"Litter_avg_percN"
"133",0.549659612809987,0.550940708085112,0.0903697912442299,0.375856790216205,0.373417625158555,3.30856669377107,0.226853961630247,"Litter_avg_percC"
"134",0.141106063486968,0.177344177714798,0.0939211335879818,2.43318079948386,2.01787143598612,3.2295088823006,0.362950791230873,"Understory_richness_perTree"
